4.7.10	hapend	4.10.3	helde	4.12.16	hilis	4.15.9	hoolima	4.18.2	ibeeris
4.7.11	hapralt	4.10.4	heldeke	4.12.17	hilja	4.15.10	hoomama	4.18.3	ibeliiv
4.7.12	hapukas	4.10.5	heldelt	4.12.18	hiljaks	4.15.11	hoome	4.18.4	ibidem
4.7.13	hapusus	4.10.6	heldima	4.12.19	hiljem	4.15.12	hooplus	4.18.5	idamaa
4.7.14	harali	4.10.7	heldus	4.12.20	hilju	4.15.13	hooring	4.18.6	idaosa
4.7.15	hardalt	4.10.8	helend	4.13.1	hiljuma	4.15.14	hoorus	4.18.7	idatuul
4.7.16	harduma	4.10.9	helge	4.13.2	himur	4.15.15	hoosulg	4.18.8	ideaal
4.7.17	hardus	4.10.10	helgik	4.13.3	himuti	4.15.16	hooti	4.18.9	ideekas
4.7.18	harev	4.10.11	helguma	4.13.4	hinde	4.15.17	hoovama	4.18.10	idiofon
4.7.19	hargu	4.10.12	helikon	4.13.5	hindi	4.15.18	horkvel	4.18.11	idioot
4.7.20	harija	4.10.13	helin	4.13.6	hindlus	4.15.19	hostell	4.18.12	iduauk
4.8.1	harijas	4.10.14	helind	4.13.7	hindu	4.15.20	hotell	4.18.13	idujuur
4.8.2	harik	4.10.15	helio	4.13.8	hingama	4.16.1	hubane	4.18.14	idulane
4.8.3	haritus	4.10.16	helipea	4.13.9	hingats	4.16.2	hubin	4.18.15	iduleht
4.8.4	harjama	4.10.17	helitu	4.13.10	hingetu	4.16.3	huhuu	4.18.16	idupung
4.8.5	harjas	4.10.18	heljum	4.13.11	hingus	4.16.4	huikama	4.18.17	idutama
4.8.6	harju	4.10.19	helkama	4.13.12	hiniin	4.16.5	huikuma	4.18.18	igama
4.8.7	harjus	4.10.20	helkima	4.13.13	hinkuma	4.16.6	huile	4.18.19	igamees
4.8.8	harjusk	4.11.1	helkjas	4.13.14	hinnang	4.16.7	huisku	4.18.20	igand
4.8.9	harpuun	4.11.2	helkur	4.13.15	hinnus	4.16.8	hukane	4.19.1	iganes
4.8.10	harras	4.11.3	hellake	4.13.16	hirmus	4.16.9	hukas	4.19.2	igapidi
4.8.11	harta	4.11.4	helluma	4.13.17	hirne	4.16.10	hukkuma	4.19.3	igati
4.8.12	harva	4.11.5	helmes	4.13.18	hirnuma	4.16.11	hukkunu	4.19.4	igavik
4.8.13	harvalt	4.11.6	helmjas	4.13.19	hirsaed	4.16.12	hulgi	4.19.5	igavus
4.8.14	harvend	4.11.7	helpima	4.13.20	hirsnik	4.16.13	hulgine	4.19.6	igihali
4.8.15	harvik	4.11.8	helves	4.14.1	hobuse	4.16.14	hulgiti	4.19.7	igine
4.8.16	hassium	4.11.9	henna	4.14.2	hohoo	4.16.15	hulgus	4.19.8	iginoor
4.8.17	hauaase	4.11.10	hepik	4.14.3	hoiak	4.16.16	huljuma	4.19.9	igivana
4.8.18	haubits	4.11.11	hepta	4.14.4	hoiatus	4.16.17	hulkuja	4.19.10	igrek
4.8.19	haudmik	4.11.12	heptaan	4.14.5	hoidel	4.16.18	hulkuma	4.19.11	iguaan
4.8.20	hauduja	4.11.13	heptood	4.14.6	hoidik	4.16.19	hulkvel	4.19.12	ihaldus
4.9.1	haugas	4.11.14	heres	4.14.7	hoidja	4.16.20	hullpea	4.19.13	ihalus
4.9.2	hausa	4.11.15	herkulo	4.14.8	hoidla	4.17.1	hullu	4.19.14	iherus
4.9.3	hautama	4.11.16	hernjas	4.14.9	hoidlik	4.17.2	hulluma	4.19.15	ihhii
4.9.4	havanna	4.11.17	heroiin	4.14.10	hoidma	4.17.3	hullus	4.19.16	ihkmed
4.9.5	heakord	4.11.18	heroism	4.14.11	hoidmis	4.17.4	humal	4.19.17	ihmjas
4.9.6	heaolu	4.11.19	herpes	4.14.12	hoius	4.17.5	humin	4.19.18	ihmjus
4.9.7	heategu	4.11.20	herts	4.14.13	holmium	4.17.6	hunnik	4.19.19	ihnelt
4.9.8	heebrea	4.12.1	hertsog	4.14.14	holpsti	4.17.7	hunta	4.19.20	ihnsus
4.9.9	heeros	4.12.2	hetero	4.14.15	homaar	4.17.8	hurjah	4.20.1	ihnuma
4.9.10	hehee	4.12.3	hetiidi	4.14.16	homme	4.17.9	hurmama	4.20.2	ihnus
4.9.11	heietus	4.12.4	hetiit	4.14.17	homne	4.17.10	huroon	4.20.3	ihtuma
4.9.12	heitaur	4.12.5	hetke	4.14.18	honorar	4.17.11	hurraa	4.20.4	ihuarst
4.9.13	heite	4.12.6	hetkiti	4.14.19	hooaeg	4.17.12	hurtsik	4.20.5	ihukarv
4.9.14	heitlik	4.12.7	heureka	4.14.20	hoobama	4.17.13	huugama	4.20.6	ihukate
4.9.15	heitlus	4.12.8	hiigla	4.15.1	hoobilt	4.17.14	huukama	4.20.7	ihuline
4.9.16	heitma	4.12.9	hiilas	4.15.2	hooglik	4.17.15	huulik	4.20.8	ihuma
4.9.17	heituma	4.12.10	hiilg	4.15.3	hoogsus	4.17.16	huumama	4.20.9	ihunahk
4.9.18	heitur	4.12.11	hiilge	4.15.4	hoojalg	4.17.17	huumus	4.20.10	ihupesu
4.20.11	ihuramm	5.3.4	imalus	5.5.17	innukas	5.8.10	istik	5.11.3	jalgsi
4.20.12	ihusilm	5.3.5	imavus	5.5.18	insekt	5.8.11	istjad	5.11.4	jalgsus
4.20.13	ihutoit	5.3.6	imbuma	5.5.19	insener	5.8.12	istmik	5.11.5	jalgu
4.20.14	ihuvari	5.3.7	imearst	5.5.20	intern	5.8.13	istuma	5.11.6	jalus
4.20.15	iibama	5.3.8	imeasi	5.6.1	intiim	5.8.14	isujuur	5.11.7	jalutu
4.20.16	iibis	5.3.9	imehea	5.6.2	intriig	5.8.15	isukalt	5.11.8	jalutus
4.20.17	iidne	5.3.10	imeilus	5.6.3	inuit	5.8.16	isukas	5.11.9	jamss
4.20.18	iidol	5.3.11	imeja	5.6.4	invar	5.8.17	isune	5.11.10	jandama
4.20.19	iidus	5.3.12	imelaps	5.6.5	ipriit	5.8.18	isutama	5.11.11	januma
4.20.20	iileks	5.3.13	imelill	5.6.6	irama	5.8.19	isver	5.11.12	janune
5.1.1	iileus	5.3.14	imeline	5.6.7	irask	5.8.20	itaalia	5.11.13	jaoks
5.1.2	iilima	5.3.15	imeloom	5.6.8	irdhing	5.9.1	itaalik	5.11.14	jaotama
5.1.3	iiling	5.3.16	imema	5.6.9	irisema	5.9.2	itkema	5.11.15	jaotis
5.1.4	iiliti	5.3.17	imerohi	5.6.10	irokees	5.9.3	itsikil	5.11.16	jaotur
5.1.5	iiris	5.3.18	imetaja	5.6.11	irruli	5.9.4	itsitus	5.11.17	jaotus
5.1.6	iirlane	5.3.19	imetegu	5.6.12	irvakil	5.9.5	ivake	5.11.18	jaranga
5.1.7	iisop	5.3.20	imetore	5.6.13	irvik	5.9.6	ivama	5.11.19	jasmiin
5.1.8	iivutus	5.4.1	imevihm	5.6.14	isadus	5.9.7	jaaguar	5.11.20	jatagan
5.1.9	ikebana	5.4.2	imikala	5.6.15	isaema	5.9.8	jaagup	5.12.1	jatkama
5.1.10	ikoon	5.4.3	imikas	5.6.16	isaisa	5.9.9	jaapani	5.12.2	jaunis
5.1.11	ilalapp	5.4.4	imikude	5.6.17	isakass	5.9.10	jabur	5.12.3	jaurama
5.1.12	ilamokk	5.4.5	imilont	5.6.18	isakodu	5.9.11	jackpot	5.12.4	jeerum
5.1.13	ilgus	5.4.6	imimagu	5.6.19	isakoht	5.9.12	jaehind	5.12.5	jenka
5.1.14	illama	5.4.7	iminokk	5.6.20	isalik	5.9.13	jagaja	5.12.6	jesseke
5.1.15	ilmalik	5.4.8	imitoru	5.7.1	isaloom	5.9.14	jagama	5.12.7	jesuiit
5.1.16	ilmaski	5.4.9	imiuss	5.7.2	isamaa	5.9.15	jagatav	5.12.8	jobama
5.1.17	ilmekas	5.4.10	immuno	5.7.3	isamaja	5.9.16	jagatis	5.12.9	jobusk
5.1.18	ilmekus	5.4.11	immuti	5.7.4	isand	5.9.17	jagelus	5.12.10	johmane
5.1.19	ilmetu	5.4.12	immutus	5.7.5	isane	5.9.18	jagin	5.12.11	jonksti
5.1.20	ilmetus	5.4.13	immuun	5.7.6	isasurb	5.9.19	jaguma	5.12.12	jonnima
5.2.1	ilmlik	5.4.14	indigo	5.7.7	isatalu	5.9.20	jagur	5.12.13	joobnud
5.2.2	ilmnema	5.4.15	indiits	5.7.8	isatu	5.10.1	jaguv	5.12.14	joobunu
5.2.3	ilmsi	5.4.16	indium	5.7.9	iseenda	5.10.2	jaguvus	5.12.15	joode
5.2.4	ilmsiks	5.4.17	indlema	5.7.10	isegi	5.10.3	jahimaa	5.12.16	joodik
5.2.5	ilmuke	5.4.18	indlus	5.7.11	isekas	5.10.4	jahionn	5.12.17	joodima
5.2.6	ilmuma	5.4.19	indri	5.7.12	iselaad	5.10.5	jahtima	5.12.18	joodine
5.2.7	ilmuti	5.4.20	inetama	5.7.13	iseoma	5.10.6	jahukas	5.12.19	joodud
5.2.8	ilmutis	5.5.1	inetu	5.7.14	isepidi	5.10.7	jahune	5.12.20	jooga
5.2.9	ilmutus	5.5.2	inetult	5.7.15	isetu	5.10.8	jahusus	5.13.1	jooks
5.2.10	iludus	5.5.3	inetus	5.7.16	isetult	5.10.9	jahuti	5.13.2	jookse
5.2.11	ilueedi	5.5.4	infarkt	5.7.17	ishias	5.10.10	jahutis	5.13.3	jooksev
5.2.12	iluese	5.5.5	infiks	5.7.18	isiklik	5.10.11	jahvard	5.13.4	jooksik
5.2.13	ilujanu	5.5.6	ingel	5.7.19	isiku	5.10.12	jahve	5.13.5	jooksja
5.2.14	ilukiri	5.5.7	inglane	5.7.20	isikuti	5.10.13	jajaa	5.13.6	jooksma
5.2.15	ilusti	5.5.8	ingress	5.8.1	islam	5.10.14	jaksama	5.13.7	joomane
5.2.16	ilustus	5.5.9	ingver	5.8.2	isohoor	5.10.15	jakuut	5.13.8	joomine
5.2.17	ilutu	5.5.10	inimaju	5.8.3	isokoor	5.10.16	jalaast	5.13.9	joondu
5.2.18	ilutuli	5.5.11	inimiga	5.8.4	isolaar	5.10.17	jalakas	5.13.10	joondus
5.2.19	iluuisk	5.5.12	inimsus	5.8.5	isomeer	5.10.18	jalam	5.13.11	joonelt
5.2.20	iluviga	5.5.13	inisema	5.8.6	isoterm	5.10.19	jalas	5.13.12	joones
5.3.1	imaam	5.5.14	inkasso	5.8.7	issake	5.10.20	jalats	5.13.13	joonik
5.3.2	imago	5.5.15	inkreet	5.8.8	issand	5.11.1	jalgne	5.13.14	joonis
5.3.3	imalalt	5.5.16	innatus	5.8.9	issanda	5.11.2	jalgpuu	5.13.15	joote
5.13.16	jootmis	5.16.9	jurist	5.19.2	kaaslus	6.1.15	kahmama	6.4.8	kalor
5.13.17	jootu	5.16.10	jurta	5.19.3	kaasuar	6.1.16	kahmima	6.4.9	kaloss
5.13.18	jorrama	5.16.11	jusima	5.19.4	kaasus	6.1.17	kahukas	6.4.10	kalpsti
5.13.19	jorutus	5.16.12	jutas	5.19.5	kaatsad	6.1.18	kahukil	6.4.11	kalts
5.13.20	jospel	5.16.13	jutik	5.19.6	kaavik	6.1.19	kahutus	6.4.12	kaltsad
5.14.1	jubedus	5.16.14	jutis	5.19.7	kabala	6.1.20	kahvatu	6.4.13	kaltsak
5.14.2	jubetu	5.16.15	jutti	5.19.8	kabaree	6.2.1	kahvel	6.4.14	kaluma
5.14.3	judaism	5.16.16	jutukas	5.19.9	kabend	6.2.2	kahver	6.4.15	kalur
5.14.4	judin	5.16.17	jutuots	5.19.10	kaber	6.2.3	kaifima	6.4.16	kaluuga
5.14.5	judoka	5.16.18	juubel	5.19.11	kabiin	6.2.4	kaigas	6.4.17	kamal
5.14.6	jugapuu	5.16.19	juudas	5.19.12	kabinet	6.2.5	kaige	6.4.18	kamar
5.14.7	jugar	5.16.20	juudi	5.19.13	kabjus	6.2.6	kaikuma	6.4.19	kamassi
5.14.8	juhama	5.17.1	juugend	5.19.14	kabli	6.2.7	kaine	6.4.20	kambium
5.14.9	juhend	5.17.2	juuli	5.19.15	kabris	6.2.8	kainelt	6.5.1	kambrik
5.14.10	juhis	5.17.3	juures	5.19.16	kabuki	6.2.9	kainer	6.5.2	kamee
5.14.11	juhmard	5.17.4	juurija	5.19.17	kadarik	6.2.10	kainik	6.5.3	kamin
5.14.12	juhmilt	5.17.5	juurima	5.19.18	kadents	6.2.11	kainus	6.5.4	kammits
5.14.13	juhmpea	5.17.6	juusjas	5.19.19	kadett	6.2.12	kaisel	6.5.5	kamorka
5.14.14	juhte	5.17.7	juveel	5.19.20	kadri	6.2.13	kaitse	6.5.6	kamper
5.14.15	juhti	5.17.8	kaabe	5.20.1	kaduma	6.2.14	kaitsja	6.5.7	kamplik
5.14.16	juhtima	5.17.9	kaabel	5.20.2	kaduv	6.2.15	kajak	6.5.8	kampol
5.14.17	juhtiv	5.17.10	kaabik	5.20.3	kaduvik	6.2.16	kajut	6.5.9	kamps
5.14.18	juhtme	5.17.11	kaabis	5.20.4	kaduvus	6.2.17	kakaduu	6.5.10	kampver
5.14.19	juhtoks	5.17.12	kaabits	5.20.5	kaebaja	6.2.18	kakao	6.5.11	kamul
5.14.20	juhus	5.17.13	kaabu	5.20.6	kaebe	6.2.19	kaksama	6.5.12	kanaaed
5.15.1	juhuti	5.17.14	kaadama	5.20.7	kaeblik	6.2.20	kaksiti	6.5.13	kanal
5.15.2	jujuub	5.17.15	kaadi	5.20.8	kaebus	6.3.1	kaksus	6.5.14	kanapea
5.15.3	juletu	5.17.16	kaadrik	5.20.9	kaemus	6.3.2	kaktus	6.5.15	kanapee
5.15.4	julge	5.17.17	kaadur	5.20.10	kaenal	6.3.3	kalaan	6.5.16	kandama
5.15.5	julgelt	5.17.18	kaali	5.20.11	kaevand	6.3.4	kalaluu	6.5.17	kande
5.15.6	julgema	5.17.19	kaaluja	5.20.12	kaeve	6.3.5	kalane	6.5.18	kandela
5.15.7	julguma	5.17.20	kaaluma	5.20.13	kaevuma	6.3.6	kalasi	6.5.19	kandeos
5.15.8	julgur	5.18.1	kaalutu	5.20.14	kaevur	6.3.7	kalbe	6.5.20	kandev
5.15.9	julgus	5.18.2	kaame	5.20.15	kaevus	6.3.8	kalbelt	6.6.1	kandik
5.15.10	julla	5.18.3	kaamus	5.20.16	kaftan	6.3.9	kaldu	6.6.2	kandja
5.15.11	julmalt	5.18.4	kaanima	5.20.17	kahama	6.3.10	kalev	6.6.3	kanduma
5.15.12	julmur	5.18.5	kaanon	5.20.18	kahar	6.3.11	kalge	6.6.4	kandur
5.15.13	jultuma	5.18.6	kaape	5.20.19	kahas	6.3.12	kalgend	6.6.5	kandvus
5.15.14	jultunu	5.18.7	kaapmed	5.20.20	kaheksa	6.3.13	kalgus	6.6.6	kaneel
5.15.15	jumal	5.18.8	kaaps	6.1.1	kaheli	6.3.14	kaliif	6.6.7	kanep
5.15.16	jumalik	5.18.9	kaapsti	6.1.2	kahene	6.3.15	kalits	6.6.8	kangas
5.15.17	jumekus	5.18.10	kaardu	6.1.3	kahesus	6.3.16	kaljas	6.6.9	kange
5.15.18	jumetu	5.18.11	kaardus	6.1.4	kaheti	6.3.17	kalju	6.6.10	kangur
5.15.19	jumitu	5.18.12	kaaren	6.1.5	kahhel	6.3.18	kalkun	6.6.11	kangus
5.15.20	junga	5.18.13	kaaries	6.1.6	kahing	6.3.19	kalkvel	6.6.12	kanjon
5.16.1	junkur	5.18.14	kaart	6.1.7	kahjama	6.3.20	kalla	6.6.13	kankaan
5.16.2	junts	5.18.15	kaarus	6.1.8	kahjuks	6.4.1	kallak	6.6.14	kanna
5.16.3	jupakas	5.18.16	kaaruti	6.1.9	kahjum	6.4.2	kallas	6.6.15	kanne
5.16.4	jupats	5.18.17	kaasa	6.1.10	kahjur	6.4.3	kalle	6.6.16	kannel
5.16.5	jupid	5.18.18	kaasabi	6.1.11	kahkjas	6.4.4	kalli	6.6.17	kannike
5.16.6	jupike	5.18.19	kaasama	6.1.12	kahkvel	6.4.5	kallike	6.6.18	kanter
5.16.7	jupiti	5.18.20	kaasarv	6.1.13	kahlak	6.4.6	kallur	6.6.19	kantiin
5.16.8	jupsima	5.19.1	kaasas	6.1.14	kahlama	6.4.7	kalmus	6.6.20	kantima
6.7.1	kantnik	6.9.14	karree	6.12.7	katend	6.14.20	keelne	6.17.13	kergune
6.7.2	kantor	6.9.15	karri	6.12.8	katik	6.15.1	keelsus	6.17.14	kerima
6.7.3	kantpoi	6.9.16	karskus	6.12.9	katioon	6.15.2	keeluss	6.17.15	keris
6.7.4	kantri	6.9.17	karsoss	6.12.10	katke	6.15.3	keemia	6.17.16	kerjus
6.7.5	kants	6.9.18	kartell	6.12.11	katkema	6.15.4	keemine	6.17.17	kerke
6.7.6	kantsel	6.9.19	kartima	6.12.12	katkine	6.15.5	keerang	6.17.18	kerkima
6.7.7	kantsik	6.9.20	kartlik	6.12.13	katkuma	6.15.6	keerd	6.17.19	kerkne
6.7.8	kanuu	6.10.1	kartma	6.12.14	katood	6.15.7	keerdu	6.17.20	kerksus
6.7.9	kaoliin	6.10.2	kartong	6.12.15	katse	6.15.8	keerdus	6.18.1	kerss
6.7.10	kaotaja	6.10.3	karts	6.12.16	kattuma	6.15.9	keere	6.18.2	keset
6.7.11	kaotama	6.10.4	kartsas	6.12.17	kauaks	6.15.10	keerits	6.18.3	kesik
6.7.12	kaotsi	6.10.5	kartser	6.12.18	kaubik	6.15.11	keetel	6.18.4	kesine
6.7.13	kaotsis	6.10.6	kartul	6.12.19	kauboi	6.15.12	keetma	6.18.5	keskaeg
6.7.14	kapak	6.10.7	kartus	6.12.20	kaudne	6.15.13	kefaal	6.18.6	keskala
6.7.15	kapell	6.10.8	karuema	6.13.1	kaudu	6.15.14	kefiir	6.18.7	keskel
6.7.16	kapetas	6.10.9	karulik	6.13.2	kauem	6.15.15	kehakus	6.18.8	keski
6.7.17	kaping	6.10.10	karune	6.13.3	kaugel	6.15.16	kehatus	6.18.9	keskiga
6.7.18	kapok	6.10.11	karuoda	6.13.4	kaugele	6.15.17	kehik	6.18.10	keskme
6.7.19	kappama	6.10.12	karuott	6.13.5	kauguma	6.15.18	kehkats	6.18.11	kesktee
6.7.20	kappima	6.10.13	karus	6.13.6	kaugune	6.15.19	kehtama	6.18.12	kessel
6.8.1	kapral	6.10.14	karva	6.13.7	kaugus	6.15.20	kehtiv	6.18.13	kessoon
6.8.2	kapriis	6.10.15	karvake	6.13.8	kauka	6.16.1	kehutus	6.18.14	kestama
6.8.3	kapsama	6.10.16	karvane	6.13.9	kaunis	6.16.2	kehvik	6.18.15	kestev
6.8.4	kapsas	6.10.17	karvik	6.13.10	kaupa	6.16.3	kehvuma	6.18.16	kestma
6.8.5	kapsima	6.10.18	karvjas	6.13.11	kauper	6.16.4	kehvus	6.18.17	kestvus
6.8.6	kapukas	6.10.19	kasahhi	6.13.12	kauri	6.16.5	keiser	6.18.18	ketas
6.8.7	kaputt	6.10.20	kasakas	6.13.13	kausaal	6.16.6	kekard	6.18.19	ketjas
6.8.8	kapuuts	6.11.1	kaseiin	6.13.14	kausjas	6.16.7	keksama	6.18.20	ketrus
6.8.9	karaoke	6.11.2	kaseurb	6.13.15	kauss	6.16.8	keksilt	6.19.1	ketser
6.8.10	karask	6.11.3	kasima	6.13.16	kaust	6.16.9	kekstu	6.19.2	kevad
6.8.11	karate	6.11.4	kasin	6.13.17	kaustik	6.16.10	kelder	6.19.3	kevadik
6.8.12	karaul	6.11.5	kasinus	6.13.18	kaval	6.16.11	kelkima	6.19.4	khaan
6.8.13	karauul	6.11.6	kassett	6.13.19	kavalus	6.16.12	kellama	6.19.5	khmeeri
6.8.14	karbane	6.11.7	kassia	6.13.20	kavand	6.16.13	kellu	6.19.6	kibedik
6.8.15	karbike	6.11.8	kassiir	6.14.1	kavatis	6.16.14	kelmama	6.19.7	kibedus
6.8.16	karbuss	6.11.9	kaste	6.14.2	kebima	6.16.15	kelme	6.19.8	kibekas
6.8.17	kardaan	6.11.10	kasteet	6.14.3	kebja	6.16.16	kelmur	6.19.9	kibeke
6.8.18	kardehe	6.11.11	kastell	6.14.4	keder	6.16.17	kelmus	6.19.10	kibun
6.8.19	kardne	6.11.12	kastik	6.14.5	kedrid	6.16.18	kelts	6.19.11	kidev
6.8.20	karedus	6.11.13	kastjas	6.14.6	kedrik	6.16.19	kelvin	6.19.12	kiduma
6.9.1	kargama	6.11.14	kastma	6.14.7	keede	6.16.20	kemmerg	6.19.13	kidur
6.9.2	kargelt	6.11.15	kastrul	6.14.8	keedik	6.17.1	kemplus	6.19.14	kihevil
6.9.3	karglus	6.11.16	kasuema	6.14.9	keedus	6.17.2	kemps	6.19.15	kihiti
6.9.4	karikas	6.11.17	kasulik	6.14.10	keegel	6.17.3	kenadus	6.19.16	kihkama
6.9.5	karisma	6.11.18	kasum	6.14.11	keegi	6.17.4	kenasti	6.19.17	kihlama
6.9.6	karjak	6.11.19	kasupuu	6.14.12	keeks	6.17.5	kensaan	6.19.18	kihlatu
6.9.7	karlips	6.11.20	kasur	6.14.13	keelama	6.17.6	kenus	6.19.19	kihlus
6.9.8	karman	6.12.1	kasutu	6.14.14	keeld	6.17.7	kenusse	6.19.20	kiiam
6.9.9	karmauh	6.12.2	kasutus	6.14.15	keele	6.17.8	kepjas	6.20.1	kiigats
6.9.10	karnaps	6.12.3	kasvaja	6.14.16	keelend	6.17.9	kepsama	6.20.2	kiige
6.9.11	karpauh	6.12.4	katarr	6.14.17	keeletu	6.17.10	kerajas	6.20.3	kiiks
6.9.12	karrane	6.12.5	katel	6.14.18	keeli	6.17.11	kergelt	6.20.4	kiikvel
6.9.13	karrata	6.12.6	katelok	6.14.19	keelik	6.17.12	kerglus	6.20.5	kiilama
6.20.6	kiilas	7.2.19	kippuma	7.5.12	kivike	7.8.5	kobarik	7.10.18	kokard
6.20.7	kiiljas	7.2.20	kipra	7.5.13	kivine	7.8.6	kobedus	7.10.19	koketne
6.20.8	kiilluu	7.3.1	kiprus	7.5.14	kivisus	7.8.7	kobesti	7.10.20	kokill
6.20.9	kiilson	7.3.2	kipsima	7.5.15	kivitis	7.8.8	kobra	7.11.1	kokni
6.20.10	kiimama	7.3.3	kipukas	7.5.16	klamber	7.8.9	kobsa	7.11.2	kokoos
6.20.11	kiimlus	7.3.4	kirbe	7.5.17	klanima	7.8.10	kodinad	7.11.3	koksama
6.20.12	kiipama	7.3.5	kirbelt	7.5.18	klann	7.8.11	kodjama	7.11.4	koksima
6.20.13	kiird	7.3.6	kirbik	7.5.19	klants	7.8.12	koduaed	7.11.5	koksti
6.20.14	kiire	7.3.7	kirbune	7.5.20	klaps	7.8.13	kodune	7.11.6	kokteil
6.20.15	kiiru	7.3.8	kirde	7.6.1	klarett	7.8.14	kodunt	7.11.7	koldama
6.20.16	kiiss	7.3.9	kiretus	7.6.2	klarnet	7.8.15	kodusus	7.11.8	koldas
6.20.17	kiitlik	7.3.10	kirev	7.6.3	klass	7.8.16	kodutu	7.11.9	koldne
6.20.18	kiitma	7.3.11	kirgas	7.6.4	klassik	7.8.17	koekiri	7.11.10	koletis
6.20.19	kiitus	7.3.12	kirgiis	7.6.5	klatt	7.8.18	koeline	7.11.11	koletu
6.20.20	kiivalt	7.3.13	kirjak	7.6.6	klaver	7.8.19	koemahl	7.11.12	kolhoos
7.1.1	kiivama	7.3.14	kirjand	7.6.7	klaviir	7.8.20	koeras	7.11.13	koliit
7.1.2	kiiver	7.3.15	kirjend	7.6.8	kleebik	7.9.1	koerus	7.11.14	kolima
7.1.3	kikas	7.3.16	kirju	7.6.9	kleep	7.9.2	koetlus	7.11.15	koljat
7.1.4	kikjas	7.3.17	kirjuti	7.6.10	kleeps	7.9.3	kofeiin	7.11.16	kolju
7.1.5	kikka	7.3.18	kirkalt	7.6.11	klemm	7.9.4	kogema	7.11.17	kolkama
7.1.6	kikki	7.3.19	kirmas	7.6.12	kliitor	7.9.5	kogenud	7.11.18	kolkima
7.1.7	kikuju	7.3.20	kirre	7.6.13	kliiver	7.9.6	koger	7.11.19	kolklus
7.1.8	kilama	7.4.1	kirss	7.6.14	klike	7.9.7	koguarv	7.11.20	kolla
7.1.9	kilavi	7.4.2	kirst	7.6.15	klikk	7.9.8	kogudus	7.12.1	kollaps
7.1.10	kilbar	7.4.3	kirstu	7.6.16	klimp	7.9.9	koguja	7.12.2	kolloid
7.1.11	kilbis	7.4.4	kirts	7.6.17	klinker	7.9.10	kogumik	7.12.3	kolmas
7.1.12	kiliasm	7.4.5	kirves	7.6.18	klipper	7.9.11	koguni	7.12.4	kolmati
7.1.13	kilin	7.4.6	kisama	7.6.19	klips	7.9.12	kogus	7.12.5	kolme
7.1.14	kiljuma	7.4.7	kisklik	7.6.20	klirdi	7.9.13	kohale	7.12.6	kolmeli
7.1.15	kilks	7.4.8	kiskuma	7.7.1	klirin	7.9.14	kohalik	7.12.7	kolmeti
7.1.16	killuke	7.4.9	kisma	7.7.2	klirr	7.9.15	kohalt	7.12.8	kolmi
7.1.17	kilpjas	7.4.10	kissell	7.7.3	kloaak	7.9.16	kohama	7.12.9	kolmik
7.1.18	kilpuks	7.4.11	kissi	7.7.4	klobima	7.9.17	kohati	7.12.10	kolmis
7.1.19	kilter	7.4.12	kitiin	7.7.5	klobin	7.9.18	kohatus	7.12.11	kolmiti
7.1.20	kiltmaa	7.4.13	kitine	7.7.6	klomp	7.9.19	kohedus	7.12.12	kolmkuu
7.2.1	kimama	7.4.14	kitkur	7.7.7	klopp	7.9.20	kohetis	7.12.13	kolonel
7.2.2	kimar	7.4.15	kitsend	7.7.8	klops	7.10.1	kohev	7.12.14	kolonn
7.2.3	kimber	7.4.16	kitsi	7.7.9	kloraat	7.10.2	kohma	7.12.15	koloss
7.2.4	kimbuke	7.4.17	kitsik	7.7.10	kloriid	7.10.3	kohmama	7.12.16	kolta
7.2.5	kimbus	7.4.18	kitsuke	7.7.11	kloroos	7.10.4	kohmetu	7.12.17	komando
7.2.6	kimmel	7.4.19	kitsus	7.7.12	klosett	7.10.5	kohort	7.12.18	kombain
7.2.7	kimono	7.4.20	kittel	7.7.13	klots	7.10.6	kohris	7.12.19	kombe
7.2.8	kimpus	7.5.1	kittima	7.7.14	kloun	7.10.7	kohuke	7.12.20	kombes
7.2.9	kindel	7.5.2	kituma	7.7.15	klugin	7.10.8	kohus	7.13.1	kombi
7.2.10	kindral	7.5.3	kiudjas	7.7.16	klunker	7.10.9	kohutis	7.13.2	komet
7.2.11	kiniin	7.5.4	kiuks	7.7.17	klunn	7.10.10	kohver	7.13.3	komitee
7.2.12	kinni	7.5.5	kiuline	7.7.18	klupp	7.10.11	kohvik	7.13.4	kommuun
7.2.13	kinnine	7.5.6	kiunuma	7.7.19	klutt	7.10.12	koidik	7.13.5	komnoor
7.2.14	kinolik	7.5.7	kiuslik	7.7.20	knihv	7.10.13	koiott	7.13.6	kompama
7.2.15	kinoon	7.5.8	kiust	7.8.1	kniks	7.10.14	koitus	7.13.7	kompass
7.2.16	kiosk	7.5.9	kiuste	7.8.2	koaala	7.10.15	koivaht	7.13.8	kompel
7.2.17	kipakas	7.5.10	kiviaeg	7.8.3	kobama	7.10.16	koivama	7.13.9	kompima
7.2.18	kipitus	7.5.11	kivik	7.8.4	kobar	7.10.17	kokaiin	7.13.10	komplus
7.13.11	kompost	7.16.4	koorjas	7.18.17	korvett	8.1.10	kriimik	8.4.3	kuhtuma
7.13.12	kompra	7.16.5	koormis	7.18.18	korvike	8.1.11	kriis	8.4.4	kuhugi
7.13.13	kompu	7.16.6	kooruke	7.18.19	kosima	8.1.12	kriket	8.4.5	kuidas
